Security Id,Security Name
IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$
IPRINGLTD,IP RINGS LTD.-$
IPCALAB,IPCA LABORATORIES LTD.
IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.
IRCON,IRCON International Ltd
IRIS,IRIS Business Services Ltd
IRMENERGY,IRM Energy Ltd
IRONWOOD,Ironwood Education Ltd
ISFL,ISF LIMITED
ISGEC,ISGEC Heavy Engineering Ltd
IISL,Ishaan Infrastructures and Shelters Ltd
ISHANCH,ISHAN DYES & CHEMICALS LTD.
ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.
ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.
ISLCONSUL,ISL CONSULTING LTD.
ISMTLTD,ISMT LTD.
ISTLTD,IST LTD.
ISTRNETWK,iStreet Network Limited
ITC,ITC LTD.
ITCONS,ITCONS E-Solutions Ltd
ITDCEM,ITD CEMENTATION INDIA LTD.
ITI,ITI LTD.
ITL,ITL INDUSTRIES LTD.-$
IVP,IVP LTD.
IYKOTHITE,IYKOT HITECH TOOLROOM LTD.
IZMO,IZMO Limited-$
JTAPARIA,J. Taparia Projects Ltd
JAFINANCE,J.A. Finance Ltd
JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.
JJFINCOR,J.J.FINANCE CORPORATION LTD.
JKCEMENT,J.K.CEMENT LTD.
JKIL,J.KUMAR INFRAPROJECTS LTD.
JACKSON,Jackson Investments Ltd
JAGANLAM,JAGAN LAMPS LTD.
JAGAJITIND,JAGATJIT INDUSTRIES LTD.
JAGJANANI,JAGJANANI TEXTILES LTD.
JAGRAN,JAGRAN PRAKASHAN LTD.
JAGSONFI,JAGSONPAL FINANCE & LEASING LTD.
JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.
JAIBALAJI,JAI BALAJI INDUSTRIES LTD.
JAICORPLTD,JAI CORP LTD.
JAIMATAG,JAI MATA GLASS LTD.
JAIHINDS,JAIHIND SYNTHETICS LTD.
JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.
JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.
JAINMARMO,Jain Marmo Industries Ltd
JAINCO,JAINCO PROJECTS (INDIA) LTD.
JAINEX,JAINEX AAMCOL LTD.
JAIPAN,JAIPAN INDUSTRIES LTD.
JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.
JPPOWER,Jaiprakash Power Ventures Limited
JDL,Jaisukh Dealers Ltd
JAMESWARREN,James Warren Tea Ltd
J&KBANK,JAMMU & KASHMIR BANK LTD.
JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.
JAMSHRI,Jamshri Realty Ltd-$
JANUSCORP,Janus Corporation Ltd
JATTAINDUS,JATTASHANKAR INDUSTIES LTD.
JAUSPOL,JAUSS POLYMERS LTD.
JAYBARMARU,JAY BHARAT MARUTI LTD.
JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.
JAYUSH,JAY USHIN LTD.
JAYBHCR,JAYABHARAT CREDIT LTD.-$
JAYAGROGN,JAYANT AGRO-ORGANICS LTD.
JAYANT,Jayant Infratech Ltd
JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.
JAYATMA,Jayatma Enterprises Ltd
JAYIND,Jayatma Industries Ltd
JAYTEX,JAYBHARAT TEXTILES & REAL ESTATE LTD.
JAYKAY,JAYKAY ENTERPRISES LTD.
JAYCH,JAYSHREE CHEMICALS LTD.
JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.
JBMA,JBM AUTO LTD.
JCTLTD,JCT LTD.
JDORGOCHEM,JD ORGOCHEM LTD.
JSTL,Jeevan Scientific Technology Ltd
JENBURPH,JENBURKT PHARMACEUTICALS LTD.
JETAIRWAYS,JET AIRWAYS (INDIA) LTD.
JETFREIGHT,Jet Freight Logistics Ltd
JETINFRA,Jet Infraventure Ltd
JETKINGQ,JETKING INFOTRAIN LTD.
JETMALL,Jetmall Spices and Masala Ltd
JFL,Jhandewalas Foods Ltd
JHACC,JHAVERI CREDITS & CAPITAL LTD.
JHS,JHS SVENDGAARD LABORATORIES LTD.
JIGAR,Jigar Cables Ltd
JINDCAP,JINDAL CAPITAL LTD.
JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.
JINDHOT,JINDAL HOTELS LTD.
JLL,Jindal Leasefin Ltd
JINDALPHOT,JINDAL PHOTO LTD.
JINDALPOLY,JINDAL POLY FILMS LTD.
JPOLYINVST,Jindal Poly Investment and Finance Company Ltd
JINDALSAW,JINDAL SAW LTD.
JSL,JINDAL STAINLESS LTD.
JINDALSTEL,JINDAL STEEL & POWER LTD.
JINDWORLD,JINDAL WORLDWIDE LTD.
JIOFIN,Jio Financial Services Ltd
JITFINFRA,JITF Infralogistics Ltd
JK AGRI,JK Agri Genetics Ltd
JKLAKSHMI,JK LAKSHMI CEMENT LTD.
JKPAPER,JK PAPER LTD.
JKTYRE,JK TYRE & INDUSTRIES LTD.
JSHL,JLA Infraville Shoppers Ltd
JMFINANCIL,JM FINANCIAL LTD.-$
JMDVL,JMD Ventures Ltd
JMGCORP,JMG CORPORATION LTD.
JMJFIN,JMJ Fintech Ltd
COCKERILL,John Cockerill India Ltd-$
JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd
JOHNPHARMA,Johnson Pharmacare Ltd
JOINDRE,JOINDRE CAPITAL SERVICES LTD.
JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.
JONJUA,Jonjua Overseas Ltd
JOSTS,JOST'S ENGINEERING CO.LTD.
JOYREALTY,Joy Realty Limited
JPTSEC,JPT SECURITIES LTD.
JSLINDL,JSL INDUSTRIES LTD.
JSWENERGY,JSW Energy Ltd
JSWHL,JSW Holdings Limited
JSWINFRA,JSW Infrastructure Ltd
JSWSTEEL,JSW STEEL LTD.
JTEKTINDIA,Jtekt India Ltd
JTLIND,JTL Industries Ltd
JUBLFOOD,Jubilant FoodWorks Ltd
JUBLINDS,JUBILANT INDUSTRIES LTD.
JUBLINGREA,Jubilant Ingrevia Ltd
JUBLPHARMA,Jubilant Pharmova Ltd
JULIEN,Julien Agro Infratech Ltd
JUMBO,JUMBO BAG LTD.
JUMBFNL,JUMBO FINANCE LTD.
JPTRLES,JUPITER INDUSTRIES & LEASING LTD.
JUPITERIN,JUPITER INFOMEDIA LTD.
JLHL,Jupiter Life Line Hospitals Ltd
JWL,Jupiter Wagons Ltd
JUSTDIAL,JUST DIAL LTD.
JRELTD,Justride Enterprises Ltd
JYOTIN,Jyot International Marketing Ltd
JYOTHYLAB,Jyothy Labs Ltd
JYOTI,JYOTI LTD.-$
JYOTIRES,JYOTI RESINS & ADHESIVES LTD.
JYOTISTRUC,JYOTI STRUCTURES LTD.
KKFIN,K K Fincorp Limited
KLIFESTYL,K-Lifestyle & Industries Limited
KCP,K.C.P.LTD.
KMSUGAR,K.M.SUGAR MILLS LTD.
KPEL,K.P. Energy Ltd
KPRMILL,K.P.R. Mill Limited
KZLFIN,K.Z.LEASING & FINANCE LTD.
KRRAIL,K&R Rail Engineering Ltd
KAARYAFSL,Kaarya Facilities and Services Ltd
KCL,Kabra Commercial Ltd
KABRADG,KABRA DRUGS LTD.
KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.
KABSON,KABSONS INDUSTRIES LTD.
KACHCHH,KACHCHH MINERALS LTD.
KAHAN,Kahan Packaging Ltd
KAIRA,KAIRA CAN CO.LTD.
KACL,Kaiser Corporation Limited
KAIZENAGRO,Kaizen Agro Infrabuild Ltd
KAJALSY,KAJAL SYNTHETICS & SILK MILLS LTD.
KAJARIACER,KAJARIA CERAMICS LTD.
KAKA,Kaka Industries Ltd
KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.
KAKTEX,KAKATIYA TEXTILES LTD.
KALLAM,Kallam Textiles Ltd-$
KPIL,Kalpataru Projects International Ltd
KALYANCAP,Kalyan Capitals Ltd
KALYANKJIL,Kalyan Jewellers India Ltd
KALYANIFRG,KALYANI FORGE LTD.
KICL,KALYANI INVESTMENT COMPANY LTD.
KSL,KALYANI STEELS LTD.
KAMAHOLD,Kama Holdings Limited-$
KAMADGIRI,KAMADGIRI FASHION LTD.-$
KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.
KAMDHENU,Kamdhenu Ltd
KAMOPAINTS,Kamdhenu Ventures Ltd
KANANIIND,KANANI INDUSTRIES LTD.
KANCHI,Kanchi Karpooram Ltd
KANCOTEA,Kanco Tea & Industries Ltd
KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$
KANELIND,Kanel Industries Limited
KANSHST,KANISHK STEEL INDUSTRIES LTD.
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.
KEIL,Kanoria Energy & Infrastructure Ltd
KANPRPLA,KANPUR PLASTIPACK LTD.
KANSAINER,KANSAI NEROLAC PAINTS LTD.
KANUNGO,Kanungo Financiers Ltd
KAPILCO,KAPIL COTEX LTD.
KAPILRAJ,Kapil Raj Finance Ltd
KARANWO,KARAN WOO-SIN LTD.
KARMAENG,KARMA ENERGY LTD.
KTKBANK,KARNATAKA BANK LTD.
KARNAVATI,Karnavati Finance Ltd
KCSL,Karnimata Cold Storage Ltd
KARTKIN,KARTIK INVESTMENTS TRUST LTD.
KARURVYSYA,KARUR VYSYA BANK LTD.
KASHYAP,Kashyap Tele-Medicines Ltd
KATRSPG,KATARE SPINNING MILLS LTD.
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
KSCL,KAVERI SEED COMPANY LTD.
KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD.-$
KAYPOWR,KAY POWER AND PAPER LTD.
KAYA,Kaya Ltd
KAYCEEI,KAYCEE INDUSTRIES LTD.
KAYNES,Kaynes Technology India Ltd
KBCGLOBAL,KBC Global Ltd
KBSINDIA,KBS INDIA LIMITED
KCDGROUP,KCD Industries India Ltd
KCLINFRA,KCL Infra Projects Ltd
KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.
KDLL,KD Leisures Ltd
KDDL,KDDL LTD.-$
KEC,KEC INTERNATIONAL LTD.
KEDIACN,KEDIA CONSTRUCTION CO.LTD.
KEERTHI,KEERTHI INDUSTRIES LTD.
KEI,KEI INDUSTRIES LTD.
KELLTONTEC,Kellton Tech Solutions Ltd.
KELENRG,KELTECH ENERGIES LTD.
KEMISTAR,Kemistar Corporation Limited
KEMP,KEMP & COMPANY LTD.
KENFIN,KEN FINANCIAL SERVICES LTD.
KENNAMET,KENNAMETAL INDIA LTD.-$
KENVI,Kenvi Jewels Ltd
KERALAYUR,KERALA AYURVEDA LTD.
KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.
KESARENT,KESAR ENTERPRISES LTD.-$
KESAR,Kesar India Ltd
KESARPE,KESAR PETROPRODUCTS LTD.
KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.
KESORAMIND,KESORAM INDUSTRIES LTD.
KKCL,KEWAL KIRAN CLOTHING LTD.
KEYCORP,KEY CORP LTD.
KEYFINSER,Keynote Financial Services Ltd
RUSTOMJEE,Keystone Realtors Ltd
KFINTECH,KFin Technologies Ltd
KGDENIM,KG DENIM LTD.
KGPETRO,KG PETROCHEM LTD.
KHADIM,Khadim India Ltd
KHAITANLTD,KHAITAN (INDIA) LTD.
KHAICHEM,KHAITAN CHEMICALS & FERTILIZERS LTD.
ZKHANDEN,KHANDELWAL EXTRACTION LTD.
KHANDSE,KHANDWALA SECURITIES LTD.
KHAZANCHI,Khazanchi Jewellers Ltd
KDML,Khemani Distributors & Marketing Ltd
KHODAY,KHODAY INDIA LTD.-$
KHOOBSURAT,Khoobsurat Ltd
KHYATI,KHYATI MULTIMEDIA-ENTERTAINMENT LTD.
KAJARIR,KIC METALIKS LTD.
KIDUJA,KIDUJA INDIA LTD.
KIFS,KIFS FINANCIAL SERVICES LTD.
KLBRENG-B,KILBURN ENGINEERING LTD.
KILITCH,KILITCH DRUGS (INDIA) LTD.
KILPEST,KILPEST INDIA LTD.
KIMIABL,Kimia Biosciences Ltd
KINETICENG,KINETIC ENGINEERING LTD.
KINETRU,KINETIC TRUST LTD.
KINGFA,Kingfa Science & Technology (India) Ltd-$
KINGSINFR,Kings Infra Ventures Limited
KIOCL,KIOCL Ltd
KIRANPR,KIRAN PRINT-PACK LTD.
KIRANSY-B,KIRAN SYNTEX LTD.
KIRANVYPAR,Kiran Vyapar Ltd
KIRIINDUS,KIRI INDUSTRIES LTD.
KIRLOSBROS,KIRLOSKAR BROTHERS LTD.-$
KECL,Kirloskar Electric Company Ltd
KIRLFER,KIRLOSKAR FERROUS INDUSTRIES LTD.
KIRLOSIND,Kirloskar Industries Ltd
KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.
KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.
KISAN,KISAN MOULDINGS LTD.-$
KITEX,KITEX GARMENTS LTD.
KJMCCORP,KJMC Corporate Advisors (India) Ltd.
KJMCFIN,KJMC FINANCIAL SERVICES LTD.
KKSHL,KK Shah Hospitals Ltd
KKALPANAIND,Kkalpana Industries (India) Ltd
KKPLASTICK,Kkalpana Plastick Limited
KDL,KKRRAFTON Developers Ltd
KLGCAP,KLG CAPITAL SERVICES LTD.
KMCSHIL,KMC SPECIALITY HOSPITALS (INDIA) LTD.
KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.
KMGMILK,KMG MILK FOOD LTD.
KMSMEDI,KMS Medisurgi Ltd
KMEW,Knowledge Marine & Engineering Works Ltd
KNRCON,KNR CONSTRUCTIONS LTD.
KOBO,Kobo Biotech Ltd-$
KOHINOOR,KOHINOOR FOODS LTD.
KOKUYOCMLN,KOKUYO CAMLIN LTD.-$
KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.
KOCL,Kome-On Communication Ltd
KONARKSY,KONARK SYNTHETIC LTD.
KONNDOR,Konndor Industries Ltd
KOPRAN,KOPRAN LTD.
KORE,Kore Foods Ltd
KTINDF4DD,Kotak India Growth Fund   Series 4 - Direct Plan Growth Option
KTINDF4RD,Kotak India Growth Fund   Series 4 - Regular Plan Dividend Option
KTINDF4RG,Kotak India Growth Fund   Series 4 - Regular Plan Growth Option
KTINDF4DG,KOTAK INDIA GROWTH FUND SERIES 4 DIRECT PLAN DIVIDEND OPTION
KOTAKBANK,KOTAK MAHINDRA BANK LTD.
KOTAKNIFTY,Kotak Mahindra Mutual Fund - Kotak Nifty ETF
KOTAKBKETF,Kotak Nifty Bank ETF
KOTAKPSUBK,Kotak Nifty PSU Bank ETF
KTKSENSEX,Kotak S&P BSE Sensex ETF
KFBL,KOTHARI FERMENTATION & BIOCHEM LTD.
KOTHARIPRO,KOTHARI PRODUCTS LTD.
KEL,Kotia Enterprises Ltd
KOVAI,KOVAI MEDICAL CENTER & HOSPITAL LTD.
ZKOVALIN,KOVALAM INVESTMENT & TRADING CO.LTD.
KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd
KPIGREEN,KPI Green Energy Ltd
KPITTECH,KPIT Technologies Ltd
KPT,KPT Industries Ltd
KRANTI,Kranti Industries Ltd
KRATOSENER,KRATOS ENERGY & INFRASTRUCTURE LTD.
KRBL,KRBL LTD.
KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIES LTD.-$
KREONFIN,KREON FINNANCIAL SERVICES LTD.
KRETTOSYS,Kretto Syscon Ltd
KRIINFRA,Kridhan Infra Limited
KVFORGE,Krishanveer Forge Ltd
KRISHNACAP,Krishna Capital and Securities Ltd
KRIFILIND,Krishna Filament Industries Ltd
KIMS,Krishna Institute of Medical Sciences Ltd
KRISHNA,Krishna Ventures Limited
KRITIIND,KRITI INDUSTRIES (INDIA) LTD.-$
KRITINUT,Kriti Nutrients Ltd
KRSNAA,Krsnaa Diagnostics Ltd
KRYPTONQ,KRYPTON INDUSTRIES LTD.
KSB,KSB Ltd
KSE,KSE LTD.-$
KSOLVES,Ksolves India Ltd
KUANTUM,KUANTUM PAPERS LTD.
KUBERJI,Kuber Udyog Ltd
KUMPFIN,KUMBHAT FINANCIAL SERVICES LTD.
KUNSTOFF,KUNSTSTOFFE INDUSTRIES LTD.
KUSUMEL,KUSAM ELECTRICAL INDUSTRIES LTD.
KUSHIND,Kush Industries Ltd
KUWERIN,KUWER INDUSTRIES LTD.
KPL,Kwality Pharmaceuticals Ltd
LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.
L&TFH,L&T FINANCE HOLDINGS LTD.
LTTS,L&T Technology Services Ltd
LAOPALA,LA OPALA RG LTD.
LATIMMETAL,La Tim Metal & Industries Ltd
LABELKRAFT,Labelkraft Technologies Ltd
LACTOSE,LACTOSE (INDIA) LTD.
LAHL,Ladam Affordable Housing Ltd
LADDERUP,LADDERUP FINANCE LTD.
LAFFANSQ,LAFFANS PETROCHEMICALS LTD.-$
LAHOTIOV,LAHOTI OVERSEAS LTD.-$
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.
LXMIATO,LAKSHMI AUTOMATIC LOOM WORKS LTD.
LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYSTEMS LTD.
LAXMIMACH,LAKSHMI MACHINE WORKS LTD.
LAKSHMIMIL,LAKSHMI MILLS COMPANY LTD.-$
LAKPRE,LAKSHMI PRECISION SCREWS LTD.
LAMBODHARA,LAMBODHARA TEXTILES LTD.-$
LANCER,Lancer Container Lines Ltd
LANCORHOL,LANCOR HOLDINGS LTD.
LANDMARC,LANDMARC LEISURE CORPORATION LTD.
LANDMARK,Landmark Cars Ltd
LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.
LT,LARSEN & TOUBRO LTD.
LASA,Lasa Supergenerics Ltd
LADIAMO,LASER DIAMONDS LTD.
LASTMILE,Last Mile Enterprises Ltd
LATENTVIEW,Latent View Analytics Ltd
LAURUSLABS,Laurus Labs Ltd
LXCHEM,Laxmi Organic Industries Ltd
LAXMIPATI,Laxmipati Engineering Works Ltd
LCCINFOTEC,LCC INFOTECH LTD.
LELAVOIR,LE Lavoir Ltd
LEADFIN,LEAD FINANCIAL SERVICES LTD.
LLFICL,Leading Leasing Finance And Investment Company Ltd
LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.
LEHAR,Lehar Footwears Ltd
LEMONTREE,Lemon Tree Hotels Ltd
LERTHAI,Lerthai Finance Ltd
LESHAIND,LESHA INDUSTRIES LTD.
LEX,Lex Nimble Solutions Ltd
LGBFORGE,LGB FORGE LTD.
LIBERTSHOE,LIBERTY SHOES LTD.
LIBORDFIN,Libord Finance Ltd
LIBORD,LIBORD SECURITIES LTD.
LICHSGFIN,LIC HOUSING FINANCE LTD.
LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100
LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50
LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX
LICI,Life Insurance Corporation of India
LIKHAMI,Likhami Consulting Ltd
LIKHITHA,Likhitha Infrastructure Ltd
LIMECHM,LIME CHEMICALS LTD.
LINAKS,LINAKS MICROELECTRONICS LTD.
LINC,Linc Ltd-$
LINCOPH,LINCOLN PHARMACEUTICALS LTD.
LINDEINDIA,Linde India Limited
LINKPH,LINK PHARMA CHEM LTD.
LIPPISYS,LIPPI SYSTEMS LTD.-$
LKPFIN,LKP Finance Limited
LKPSEC,LKP Securities Ltd
LLOYDSENGG,Lloyds Engineering Works Ltd
LLOYDSENT,Lloyds Enterprises Ltd
LLOYDSME,LLOYDS METALS AND ENERGY LTD.
LOKESHMACH,LOKESH MACHINES LTD.
LONTE,LONGVIEW TEA COMPANY LTD.
LOOKS,Looks Health Services Limited
LORDSCHLO,LORDS CHLORO ALKALI LTD.
LORDSHOTL,Lords Ishwar Hotels Limited
LAL,Lorenzini Apparels Ltd
LOTUSCHO,LOTUS CHOCOLATE CO.LTD.
LEHIL,Lotus Eye Hospital And Institute Ltd
LOVABLE,LOVABLE LINGERIE LTD.
LOYAL,Loyal Equipments Ltd
LOYALTEX,LOYAL TEXTILE MILLS LTD.-$
LTFOODS,LT FOODS LTD.
LTIM,LTIMindtree Ltd
LUCENT,Lucent Industries Ltd
LUDLOWJUT,LUDLOW JUTE & SPECIALITIES LTD.
LUHARUKA,Luharuka Media & Infra Ltd
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.
LUMAXIND,LUMAX INDUSTRIES LTD.
LUPIN,LUPIN LTD.
LUXIND,Lux Industries Ltd
LWSKNIT,LWS KNITWEAR LTD.
LYKALABS,LYKA LABS LTD.
LYKISLTD,Lykis Limited
LYNMC,LYNX MACHINERY & COMMERCIALS LTD.
LYPSAGEMS,Lypsa Gems & Jewellery Ltd
MLINDLTD,M Lakhamsi Industries Ltd
MKPL,M. K. Proteins Ltd
MKEXIM,M.K. Exim (India) Ltd
MMFL,M.M.FORGINGS LTD.-$
MPAGI,M.P.AGRO INDUSTRIES LTD.
MAAGHADV,Maagh Advertising and Marketing Services Ltd
MAANALU,MAAN ALUMINIUM LTD.
MCCHRLS-B,MAC CHARLES (INDIA) LTD.
MACH,Mac Hotels Ltd
ROBU,Macfos Ltd
MACIND,Machhar Industries Ltd
MACPLASQ,MACHINO PLASTICS LTD.-$
MACINTR,Macro International Ltd
LODHA,Macrotech Developers Ltd
MADHAVIPL,Madhav Infra Projects Ltd
MADHAV,MADHAV MARBLES & GRANITES LTD.
MADHUCON,MADHUCON PROJECTS LTD.-$
MADHURIND,MADHUR INDUSTRIES LTD.
MADHUDIN,MADHUSUDAN INDUSTRIES LTD.
MADHUSE,MADHUSUDAN SECURITIES LTD.
MADHUVEER,Madhuveer Com 18 Network Ltd
MADRASFERT,Madras Fertilizers Ltd
METSL,Maestros Electronics & Telecommunications Systems Ltd
MAFATIND,MAFATLAL INDUSTRIES LTD.-$
MAFIA,Mafia Trends Ltd
MAGADHSUGAR,Magadh Sugar & Energy Ltd
MCLOUD,Magellanic Cloud Ltd
MAGNAELQ,MAGNA ELECTRO CASTINGS LTD.-$
MAGANTR,MAGNANIMOUS TRADE & FINANCE LTD.
MAGNUM,MAGNUM VENTURES LTD.
MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LTD.
MAHAANF,MAHAAN FOODS LTD.
MHLXMIRU,MAHALAXMI RUBTECH LTD.
MAHALXSE,MAHALAXMI SEAMLESS LTD.-$
MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.
MAHANIN,MAHAN INDUSTRIES LTD.
MGL,Mahanagar Gas Ltd
MTNL,MAHANAGAR TELEPHONE NIGAM LTD.
MAHACORP,MAHARASHTRA CORPORATION LTD.
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.
MHSGRMS,MAHASAGAR TRAVELS LTD.
MINFY,Mahaveer Infoway Ltd
MAHESH,Mahesh Developers Ltd
M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.
M&M,MAHINDRA & MAHINDRA LTD.
MAHEPC,Mahindra EPC Irrigation Ltd
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.
MAHLIFE,MAHINDRA LIFESPACE DEVELOPERS LTD.
MAHLOG,Mahindra Logistics Ltd
MAIDEN,Maiden Forgings Ltd
MAITHANALL,MAITHAN ALLOYS LTD.
MAITRI,Maitri Enterprises Ltd
MAJESAUT,MAJESTIC AUTO LTD.-$
MAKERSL,MAKERS LABORATORIES LTD.-$
MALLCOM,Mallcom (India) Ltd
MALUPAPER,MALU PAPER MILLS LTD.
MANINDS,MAN INDUSTRIES (INDIA) LTD.-$
MANINFRA,MAN INFRACONSTRUCTION LTD.
MNKALCOLTD,Manaksia Aluminium Company Ltd
MNKCMILTD,Manaksia Coated Metals & Industries Ltd
MANAKSIA,MANAKSIA LTD.
MANAKSTELTD,Manaksia Steels Ltd
MANALIPETC,MANALI PETROCHEMICAL LTD.
MANAPPURAM,MANAPPURAM FINANCE LTD.
MANAS,Manas Properties Ltd
MANCREDIT,MANGAL CREDIT AND FINCORP LTD.
MANGLMCEM,MANGALAM CEMENT LTD.
MANGALAM,MANGALAM DRUGS & ORGANICS LTD.
MANGIND,Mangalam Industrial Finance Ltd
MANORG,Mangalam Organics Limited
MSL,Mangalam Seeds Ltd
MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LTD.
MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.
MNPLFIN,MANIPAL FINANCE CORPORATION LTD.
MANJEERA,MANJEERA CONSTRUCTIONS LTD.
MANKIND,Mankind Pharma Ltd
MVGJL,Manoj Vaibhav Gems N Jewellers Ltd
MANOMAY,Manomay Tex India Ltd
MANORAMA,Manorama Industries Ltd
MANRAJH,MANRAJ HOUSING FINANCE LTD.
MANSIFIN,MANSI FINANCE (CHENNAI) LTD.
ZMANSOON,MANSOON TRADING CO.LTD.
MANUGRAPH,MANUGRAPH INDIA LTD.-$
MARALOVER,MARAL OVERSEAS LTD.
MARATHON,MARATHON NEXTGEN REALTY LTD.
MARBLE,Marble City India Ltd
MTPL,Marg Techno Projects Ltd
MARGOFIN,Margo Finance Limited
MARICO,MARICO LTD.
MARIS,MARIS SPINNERS LTD.-$
MKTCREAT,MARKET CREATORS LTD.
MARKOLINES,Markolines Pavement Technologies Ltd
MARKSANS,MARKSANS PHARMA LTD.
MARSONS,MARSONS LIMITED
MARBU,MARTIN BURN LTD.
MAINFRA,MARUTI INFRASTRUCTURE LTD.
SPITZE,Maruti Interior Products Ltd
MARUTISE,MARUTI SECURITIES LTD.
MARUTI,MARUTI SUZUKI INDIA LTD.
MASFIN,MAS Financial Services Ltd
MASTEK,MASTEK LTD.
MASCH,MASTER CHEMICALS LTD.
MASTERTR,MASTER TRUST LTD.
MPFSL,MATHER & PLATT FIRE SYSTEMS LTD.
MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.
MATRIMONY,Matrimony.com Ltd
MUL,Mauria Udyog Ltd
MAWANASUG,MAWANA SUGARS LTD.
MASL,MAX ALERT SYSTEMS LTD.
MAXESTATES,Max Estates Ltd
MFSL,Max Financial Services Ltd
MAXHEALTH,Max Healthcare Institute Ltd
MAXINDIA,Max India Ltd
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.
MAXIMUS,Maximus International Ltd
MAYUKH,Mayukh Dealtrade Ltd
MAYURFL,MAYUR FLOORINGS LTD.
MAYUR,MAYUR LEATHER PRODUCTS LTD.
MAYURUNIQ,MAYUR UNIQUOTERS LTD.-$
MAZDOCK,Mazagon Dock Shipbuilders Ltd
MAZDALTD,MAZDA LTD.-$
MBLINFRA,MBL Infrastructure Ltd
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.
MBECL,MCNALLY BHARAT ENGINEERING COMPANY LTD.
MEDICAPQ,MEDI-CAPS LTD.-$
MMWL,MEDIA MATRIX WORLDWIDE LTD.
MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.
MEDICAMEQ,MEDICAMEN BIOTECH LTD.-$
MIL,Medico Intercontinental Ltd
MEDICO,Medico Remedies Ltd
MEDINOV,MEDINOVA DIAGNOSTIC SERVICES LTD.
MEDPLUS,Medplus Health Services Ltd
MEERA,Meera Industries Ltd
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.
MEGACOR,MEGA CORPORATION LTD.
MEGFI,MEGA FIN (INDIA) LTD.
MNIL,Mega Nirman and Industries Ltd
MEGASOFT,MEGASOFT LTD.
MEGASTAR,Megastar Foods Ltd
MOL,Meghmani Organics Ltd
MEGRISOFT,Megri Soft Ltd
MEHAI,Mehai Technology Ltd
MEHTAHG,MEHTA HOUSING FINANCE LTD.
